{'姓名': '安喜县吏', '拼音': 'ān-xǐ-xiàn-lì', '效忠势力': '东汉', '性别': '男', '是否虚构': '虚构人物', '字': None, '生卒': None, '古代籍贯': None, '现代籍贯': None, '介绍': '刘备任安喜县尉时，督邮到县巡视并向刘备索贿，刘备拒绝。督邮于是威逼该县吏陷害刘备，县吏不从，由此发生了张飞怒打督邮的事件。'}
{'姓名': '李丰[袁术]', '拼音': 'lǐ-fēng', '效忠势力': '袁术', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - 197', '古代籍贯': None, '现代籍贯': None, '介绍': '建安二年，术称帝於淮南。术起兵攻曹公，术自引军三万，使丰、乐就、梁刚为催进使，接应七路之兵。后吕布夜袭，直取术，丰挺枪来迎；战不三合，被布刺伤其手，丰弃枪而走。后术用丰、乐就、梁刚、陈纪四人分兵十万，坚守寿春。及城破，丰等受擒，公令皆斩于市。'}
{'姓名': '梁纲', '拼音': 'liáng-gāng', '效忠势力': '袁术', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - 197', '古代籍贯': None, '现代籍贯': None, '介绍': '建安二年，术称帝於淮南。术起兵功曹公，术自引军三万，使纲、乐就、李丰为催进使，接应七路之兵。后术用纲、乐就、陈纪、李丰四人分兵十万，坚守寿春。及城破，就等受擒，公令皆斩于市。演义中为梁刚。'}
{'姓名': '桥蕤', '拼音': 'qiáo-ruí', '效忠势力': '袁术', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - 197', '古代籍贯': '豫州汝南郡汝阳', '现代籍贯': '河南周口市商水县西南十公里', '介绍': '袁術麾下之將。曹操進攻袁術时，擔任迎擊軍的先鋒。在寿春与曹操軍大战，被夏侯惇杀死。據正史记载，他曾經被袁术任命为大將軍。'}
{'姓名': '荀正', '拼音': 'xún-zhèng', '效忠势力': '袁术', '性别': '男', '是否虚构': '虚构人物', '字': None, '生卒': None, '古代籍贯': None, '现代籍贯': None, '介绍': '袁术部将。术攻徐州牧刘备，以上将纪灵为主将、正为副将，起兵十万杀弃徐州。两军会于盱眙，灵与备将关羽战，三十合后退走。灵遣正出马，正以羽无名下将，非灵对手，惹得羽大怒，直取正，交马一合，砍正于马下。'}
{'姓名': '阎象', '拼音': 'yán-xiàng', '效忠势力': '袁术', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - ？', '古代籍贯': None, '现代籍贯': None, '介绍': '手执玉玺的袁术要称帝时，引用周文王虽拥有三分之二的天下还向殷称臣的故事进行劝谏。'}
{'姓名': '杨奉', '拼音': 'yáng-fèng', '效忠势力': '袁术', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - 197', '古代籍贯': None, '现代籍贯': None, '介绍': '是李傕的属下，因为对奖赏不满而逃走。协助献帝逃出长安有功。与曹操争夺权势失败，逃走去投奔袁术。后又为吕布策反，袭击袁术。后因骚扰百姓，为刘备诱杀。'}
{'姓名': '杨弘[袁术]', '拼音': 'yáng-hóng', '效忠势力': '袁术', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - ？', '古代籍贯': None, '现代籍贯': None, '介绍': '术暗有称帝之心，乃回书推托不还玉玺，急聚弘、张勋、纪灵等商议，弘献计攻刘备。后术败回淮南，遣人往江东问孙策借兵报仇不成，怒欲伐之，弘力谏方止。术为众诸侯所围，弘进坚守寿春之计，术从之。演义当中误为杨大将。'}
{'姓名': '俞涉', '拼音': 'yú-shè', '效忠势力': '袁术', '性别': '男', '是否虚构': '虚构人物', '字': None, '生卒': None, '古代籍贯': None, '现代籍贯': None, '介绍': '时董卓专权，诸侯讨之。军至汜水关，卓将华雄引铁骑下关，来寨前大骂搦战。”袁绍曰：“谁敢去战？”袁术背后转出骁俞涉曰：“小将愿往。”绍喜，便著俞涉出马。即时报来：“俞涉与华雄战不三合，被华雄斩了。”众大惊。'}
{'姓名': '袁术', '拼音': 'yuán-shù', '效忠势力': '袁术', '性别': '男', '是否虚构': '史实人物', '字': '公路', '生卒': '？ - 199', '古代籍贯': '豫州汝南郡汝阳', '现代籍贯': '河南周口市商水县西南十公里', '介绍': '汉末军阀。他的家族四代中有五人位居三公，是当世的大豪族。大将军何进被十常侍所杀，袁术与他堂兄袁绍等诛杀宦官立下大功。因董卓祸国，十八路诸侯聚讨董卓，袁术以第一镇诸侯的身份参与。同盟解散，袁术为了除掉刘备，派遣使者想和吕布结亲，吕布将使者送给曹操斩首。当时袁术得到孙策手中的传国玉玺，又以自己的名字应谶言"代汉者当涂高"，就称帝于寿春。得知吕布送斩他的使者，就发兵攻打他，却反被吕布所破。曹操又会合吕布、刘备、孙策等讨伐袁术。袁术大败，逃到淮南，因他奢侈过度，不懂体恤军民，导致众叛亲离，就将帝号归于袁绍，想从徐州北上。曹操就派刘备拦截袁术，大破袁术军。各地盗贼也屡屡劫掠袁术，粮食没了，家人很多都被饿死，就屯在江亭。想取蜜水止渴，听了庖人只有血水而没有蜜水的话后，大叫一声倒地吐血而死。'}
{'姓名': '袁燿', '拼音': 'yuán-yào', '效忠势力': '袁术', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - ？', '古代籍贯': '豫州汝南郡汝阳', '现代籍贯': '河南周口市商水县西南十公里', '介绍': None}
{'姓名': '袁胤', '拼音': 'yuán-yìn', '效忠势力': '袁术', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - ？', '古代籍贯': '豫州汝南郡汝阳', '现代籍贯': '河南周口市商水县西南十公里', '介绍': '袁术之侄。袁术死后，护送术灵柩、妻儿往庐江，於道为徐璆所杀，自此玉玺归太祖。'}
{'姓名': '张勋', '拼音': 'zhāng-xūn', '效忠势力': '袁术', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - ？', '古代籍贯': None, '现代籍贯': None, '介绍': '袁术称帝后，被封为大将军。统帅二十万大军与吕布军交战，但是大败而回。'}
{'姓名': '郑泰', '拼音': 'zhèng-tài', '效忠势力': '袁术', '性别': '男', '是否虚构': '史实人物', '字': '公业', '生卒': '150 - 190', '古代籍贯': '司隶河南尹开封', '现代籍贯': '河南开封市西南二十五公里', '介绍': '灵帝崩，泰随大将军何进立少帝。进谋诛宦官，欲引董卓进京，泰以卓豺狼也，引入京城，必食人劝止之。进不从，泰弃官而去。'}
{'姓名': '陈纪[袁术]', '拼音': 'chén-jì', '效忠势力': '袁术', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - ？', '古代籍贯': '扬州丹阳郡', '现代籍贯': '安徽宣城市宣州区', '介绍': '袁术上将。术称帝，七路大军征徐州，纪为第三路居右。纪引一军取沂都，吕布使陈宫引军敌之。袁术兵败，奔回淮南。曹操会合吕布、刘备、孙策四面攻术，术留陈纪、李丰、乐就、梁刚四人分兵十万，坚守寿春。及城破，陈纪、李丰、乐就、梁刚都被生擒，操令皆斩于市。'}
{'姓名': '冯氏', '拼音': 'féng-shì', '效忠势力': '袁术', '性别': '女', '是否虚构': '史实人物', '字': None, '生卒': '？ - ？', '古代籍贯': None, '现代籍贯': None, '介绍': '司隶校尉冯方之女，被袁术立为后。'}
{'姓名': '韩胤', '拼音': 'hán-yìn', '效忠势力': '袁术', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - ？', '古代籍贯': None, '现代籍贯': None, '介绍': '袁术欲使吕布擒刘备，具粟二十万斛，令韩胤赍密书往见布。布喜，重待胤，胤回告袁术。后袁术遣胤为媒，赍礼物往徐州求亲，布应允。袁术即备聘礼，仍令胤送至徐州。次日，陈宫往馆驿内拜望韩胤，道破和亲内幕，并愿与之同谋促布速嫁女，布从之。时陈元龙之父陈珪养老在家，得知此事对刘备不利，于是往说布，布遂遣兵将女追回，连韩胤都拿回监禁。后吕布知袁术欲僭皇位，大怒。将胤用枷钉了，遣陈登赍谢表，解胤上许都，曹操斩胤于市曹。'}
{'姓名': '纪灵', '拼音': 'jì-líng', '效忠势力': '袁术', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - ？', '古代籍贯': None, '现代籍贯': None, '介绍': '山东人，擅使六十五斤重三尖两刃刀。刘备进攻袁术时，他提兵迎战，同关羽大战三十合未见胜负。后提兵十万，攻打小沛，但在吕布的调解下退兵。袁术称帝后，分兵七路下徐州，任命纪灵为救应使，但未能挽回袁术兵败的命运。后袁术在北上投靠袁绍的途中，遭到刘备拦击，纪灵出战，十余合死于张飞矛下。'}
{'姓名': '乐就', '拼音': 'yuè-jiù', '效忠势力': '袁术', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - 197', '古代籍贯': None, '现代籍贯': None, '介绍': '建安二年，术称帝於淮南。术起兵功曹公，术自引军三万，使就、李丰、梁刚为催进使，接应七路之兵。后术用就、梁刚、陈纪、李丰四人分兵十万，坚守寿春。及城破，就等受擒，公令皆斩于市。'}
{'姓名': '雷薄', '拼音': 'léi-bó', '效忠势力': '袁术', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - ？', '古代籍贯': None, '现代籍贯': None, '介绍': '袁术麾下大将。离开称帝后昏庸奢侈的袁术，与陈兰一起占据嵩山为山贼。后来袭击兵败的袁术，抢夺财宝。'}
{'姓名': '李丰[袁术]', '拼音': 'lǐ-fēng', '效忠势力': '袁术', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - 197', '古代籍贯': None, '现代籍贯': None, '介绍': '建安二年，术称帝於淮南。术起兵攻曹公，术自引军三万，使丰、乐就、梁刚为催进使，接应七路之兵。后吕布夜袭，直取术，丰挺枪来迎；战不三合，被布刺伤其手，丰弃枪而走。后术用丰、乐就、梁刚、陈纪四人分兵十万，坚守寿春。及城破，丰等受擒，公令皆斩于市。'}
{'姓名': '梁纲', '拼音': 'liáng-gāng', '效忠势力': '袁术', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - 197', '古代籍贯': None, '现代籍贯': None, '介绍': '建安二年，术称帝於淮南。术起兵功曹公，术自引军三万，使纲、乐就、李丰为催进使，接应七路之兵。后术用纲、乐就、陈纪、李丰四人分兵十万，坚守寿春。及城破，就等受擒，公令皆斩于市。演义中为梁刚。'}
{'姓名': '桥蕤', '拼音': 'qiáo-ruí', '效忠势力': '袁术', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - 197', '古代籍贯': '豫州汝南郡汝阳', '现代籍贯': '河南周口市商水县西南十公里', '介绍': '袁術麾下之將。曹操進攻袁術时，擔任迎擊軍的先鋒。在寿春与曹操軍大战，被夏侯惇杀死。據正史记载，他曾經被袁术任命为大將軍。'}
{'姓名': '荀正', '拼音': 'xún-zhèng', '效忠势力': '袁术', '性别': '男', '是否虚构': '虚构人物', '字': None, '生卒': None, '古代籍贯': None, '现代籍贯': None, '介绍': '袁术部将。术攻徐州牧刘备，以上将纪灵为主将、正为副将，起兵十万杀弃徐州。两军会于盱眙，灵与备将关羽战，三十合后退走。灵遣正出马，正以羽无名下将，非灵对手，惹得羽大怒，直取正，交马一合，砍正于马下。'}
{'姓名': '阎象', '拼音': 'yán-xiàng', '效忠势力': '袁术', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - ？', '古代籍贯': None, '现代籍贯': None, '介绍': '手执玉玺的袁术要称帝时，引用周文王虽拥有三分之二的天下还向殷称臣的故事进行劝谏。'}
{'姓名': '杨奉', '拼音': 'yáng-fèng', '效忠势力': '袁术', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - 197', '古代籍贯': None, '现代籍贯': None, '介绍': '是李傕的属下，因为对奖赏不满而逃走。协助献帝逃出长安有功。与曹操争夺权势失败，逃走去投奔袁术。后又为吕布策反，袭击袁术。后因骚扰百姓，为刘备诱杀。'}
{'姓名': '杨弘[袁术]', '拼音': 'yáng-hóng', '效忠势力': '袁术', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - ？', '古代籍贯': None, '现代籍贯': None, '介绍': '术暗有称帝之心，乃回书推托不还玉玺，急聚弘、张勋、纪灵等商议，弘献计攻刘备。后术败回淮南，遣人往江东问孙策借兵报仇不成，怒欲伐之，弘力谏方止。术为众诸侯所围，弘进坚守寿春之计，术从之。演义当中误为杨大将。'}
{'姓名': '俞涉', '拼音': 'yú-shè', '效忠势力': '袁术', '性别': '男', '是否虚构': '虚构人物', '字': None, '生卒': None, '古代籍贯': None, '现代籍贯': None, '介绍': '时董卓专权，诸侯讨之。军至汜水关，卓将华雄引铁骑下关，来寨前大骂搦战。”袁绍曰：“谁敢去战？”袁术背后转出骁俞涉曰：“小将愿往。”绍喜，便著俞涉出马。即时报来：“俞涉与华雄战不三合，被华雄斩了。”众大惊。'}
{'姓名': '袁术', '拼音': 'yuán-shù', '效忠势力': '袁术', '性别': '男', '是否虚构': '史实人物', '字': '公路', '生卒': '？ - 199', '古代籍贯': '豫州汝南郡汝阳', '现代籍贯': '河南周口市商水县西南十公里', '介绍': '汉末军阀。他的家族四代中有五人位居三公，是当世的大豪族。大将军何进被十常侍所杀，袁术与他堂兄袁绍等诛杀宦官立下大功。因董卓祸国，十八路诸侯聚讨董卓，袁术以第一镇诸侯的身份参与。同盟解散，袁术为了除掉刘备，派遣使者想和吕布结亲，吕布将使者送给曹操斩首。当时袁术得到孙策手中的传国玉玺，又以自己的名字应谶言"代汉者当涂高"，就称帝于寿春。得知吕布送斩他的使者，就发兵攻打他，却反被吕布所破。曹操又会合吕布、刘备、孙策等讨伐袁术。袁术大败，逃到淮南，因他奢侈过度，不懂体恤军民，导致众叛亲离，就将帝号归于袁绍，想从徐州北上。曹操就派刘备拦截袁术，大破袁术军。各地盗贼也屡屡劫掠袁术，粮食没了，家人很多都被饿死，就屯在江亭。想取蜜水止渴，听了庖人只有血水而没有蜜水的话后，大叫一声倒地吐血而死。'}
{'姓名': '袁燿', '拼音': 'yuán-yào', '效忠势力': '袁术', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - ？', '古代籍贯': '豫州汝南郡汝阳', '现代籍贯': '河南周口市商水县西南十公里', '介绍': None}
